Booking_ID,Booking_Date,Check_In_Date,Check_Out_Date,Nights_Stayed,Room_Type,Nightly_Rate_NGN,Discount_Percent,Discounted_Nightly_Rate_NGN,Total_Revenue_NGN,Client_Segment,Company_Name,Booking_Channel,Booking_Status,Guest_Nationality,Number_of_Guests,Payment_Method,Sales_Rep,Month,Year,Quarter_Old,Quarter
BK01134,2024-10-28,2024-11-25,2024-12-08,13,Standard,49136,10,44222,574891,Corporate,Nigerian Ports Authority,Walk In,Completed,Nigerian,3,Corporate Account,Tunde Adeyemi,November,2024,%Q,Q4
BK01135,2024-03-26,2024-03-30,2024-04-12,13,Presidential,286095,5,271790,3533273,Leisure,Individual Guest,Corporate Agreement,Completed,Nigerian,2,Bank Transfer,Amaka Osei,March,2024,%Q,Q1
BK01136,2024-04-17,2024-06-14,2024-06-21,7,Presidential,280870,0,280870,1966090,Corporate,Flour Mills Nigeria,Direct,Completed,British,2,Corporate Account,Direct Booking,June,2024,%Q,Q2
BK01137,2023-05-15,2023-05-19,2023-06-02,14,Executive,106315,20,85052,1190728,Government,Seplat Energy,Travel Agent,Completed,Indian,1,Cash,Chioma Eze,May,2023,%Q,Q2
BK01138,2024-05-13,2024-07-09,2024-07-14,5,Suite,175794,15,149425,747124,Corporate,Total Energies,Online Travel Agent,Completed,Nigerian,2,Credit Card,Tunde Adeyemi,July,2024,%Q,Q3
BK01139,2023-01-01,2023-01-27,2023-02-02,6,Presidential,346707,5,329372,1976230,Leisure,Individual Guest,Direct,Completed,French,4,Cash,Amaka Osei,January,2023,%Q,Q1
BK01140,2024-05-04,2024-06-22,2024-06-29,7,Executive,99833,5,94841,663889,Corporate,Airtel Nigeria,Online Travel Agent,Completed,American,2,Credit Card,Chioma Eze,June,2024,%Q,Q2
BK01141,2024-01-21,2024-03-19,2024-03-28,9,Standard,49068,0,49068,441612,Leisure,Individual Guest,Direct,Completed,Chinese,3,Cash,Tunde Adeyemi,March,2024,%Q,Q1
BK01142,2023-08-05,2023-09-14,2023-09-18,4,Presidential,321945,5,305848,1223391,Corporate,GTCO,Direct,Completed,British,2,POS,Fatima Bello,September,2023,%Q,Q3
BK01143,2024-09-20,2024-11-05,2024-11-15,10,Presidential,338504,0,338504,3385040,MICE,Conoil,Direct,Completed,Nigerian,3,POS,Direct Booking,November,2024,%Q,Q4
BK01144,2024-06-30,2024-08-08,2024-08-15,7,Standard,61319,15,52121,364848,Government,UBA Group,Online Travel Agent,Completed,Nigerian,3,Corporate Account,Direct Booking,August,2024,%Q,Q3
BK01145,2023-03-13,2023-03-16,2023-03-28,12,Deluxe,84404,5,80184,962206,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,3,Cash,Direct Booking,March,2023,%Q,Q1
BK01146,2023-04-21,2023-05-14,2023-05-27,13,Presidential,397233,15,337648,4389425,Corporate,PZ Cussons,Direct,Completed,Nigerian,3,Bank Transfer,Amaka Osei,May,2023,%Q,Q2
BK01147,2024-09-07,2024-09-22,2024-09-29,7,Deluxe,80729,15,68620,0,Government,Airtel Nigeria,Direct,Cancelled,German,3,Corporate Account,Emeka Okonkwo,September,2024,%Q,Q3
BK01148,2023-01-01,2023-01-24,2023-01-26,2,Executive,128124,0,128124,0,Leisure,Individual Guest,Corporate Agreement,No Show,Nigerian,4,Corporate Account,Chioma Eze,January,2023,%Q,Q1
BK01149,2024-05-10,2024-07-03,2024-07-04,1,Standard,59120,10,53208,53208,Corporate,Flour Mills Nigeria,Travel Agent,Completed,Nigerian,2,Bank Transfer,Emeka Okonkwo,July,2024,%Q,Q3
BK01150,2024-07-16,2024-07-20,2024-07-25,5,Executive,128046,0,128046,640230,Leisure,Individual Guest,Travel Agent,Completed,British,2,Bank Transfer,Fatima Bello,July,2024,%Q,Q3
BK01151,2023-12-20,2024-02-08,2024-02-14,6,Suite,156558,20,125246,0,Government,Shell Nigeria,Online Travel Agent,Cancelled,Nigerian,2,Bank Transfer,Amaka Osei,February,2024,%Q,Q1
BK01152,2023-11-08,2023-12-08,2023-12-21,13,Presidential,369796,20,295837,3845878,Corporate,Nestle Nigeria,Corporate Agreement,Completed,Nigerian,3,Cash,Fatima Bello,December,2023,%Q,Q4
BK01153,2024-05-05,2024-06-05,2024-06-14,9,Presidential,328588,0,328588,2957292,Leisure,Individual Guest,Online Travel Agent,Confirmed,Nigerian,3,POS,Emeka Okonkwo,June,2024,%Q,Q2
BK01154,2024-08-18,2024-09-03,2024-09-11,8,Presidential,309649,0,309649,2477192,Group,Individual Guest,Direct,Completed,British,2,Corporate Account,Fatima Bello,September,2024,%Q,Q3
BK01155,2023-01-01,2023-02-02,2023-02-12,10,Standard,51251,0,51251,512510,Corporate,Airtel Nigeria,Online Travel Agent,Completed,Nigerian,4,POS,Fatima Bello,February,2023,%Q,Q1
BK01156,2024-11-20,2024-12-23,2024-12-26,3,Deluxe,88379,10,79541,238623,Corporate,Transcorp Hotels,Online Travel Agent,Completed,Nigerian,3,Cash,Fatima Bello,December,2024,%Q,Q4
BK01157,2024-09-04,2024-09-16,2024-09-24,8,Deluxe,79142,0,79142,0,Leisure,Individual Guest,Walk In,Cancelled,Nigerian,4,Credit Card,Chioma Eze,September,2024,%Q,Q3
BK01158,2024-04-01,2024-05-06,2024-05-12,6,Suite,138860,10,124974,749844,Corporate,FAAN,Online Travel Agent,Completed,Nigerian,1,Cash,Tunde Adeyemi,May,2024,%Q,Q2
BK01159,2023-01-22,2023-03-22,2023-03-28,6,Executive,111806,0,111806,0,Group,Individual Guest,Travel Agent,Cancelled,Nigerian,2,Cash,Fatima Bello,March,2023,%Q,Q1
BK01160,2024-08-16,2024-09-22,2024-10-04,12,Deluxe,77944,5,74047,888562,Corporate,Guinness Nigeria,Direct,Completed,Nigerian,1,Corporate Account,Direct Booking,September,2024,%Q,Q3
BK01161,2023-01-01,2023-01-06,2023-01-15,9,Deluxe,83333,0,83333,749997,Group,Individual Guest,Online Travel Agent,Completed,American,3,Cash,Chioma Eze,January,2023,%Q,Q1
BK01162,2023-02-25,2023-04-02,2023-04-13,11,Deluxe,87535,5,83158,914741,Group,Individual Guest,Direct,Completed,Chinese,1,Credit Card,Emeka Okonkwo,April,2023,%Q,Q2
BK01163,2024-03-24,2024-05-22,2024-05-25,3,Suite,177458,5,168585,505755,Corporate,GTCO,Direct,Completed,German,4,Corporate Account,Chioma Eze,May,2024,%Q,Q2
BK01164,2024-05-14,2024-05-31,2024-06-08,8,Deluxe,73691,5,70006,560052,Corporate,Oando PLC,Corporate Agreement,Completed,Nigerian,2,Cash,Chioma Eze,May,2024,%Q,Q2
BK01165,2024-08-08,2024-09-17,2024-10-01,14,Executive,123029,0,123029,1722406,Leisure,Individual Guest,Corporate Agreement,Confirmed,Nigerian,3,Corporate Account,Tunde Adeyemi,September,2024,%Q,Q3
BK01166,2023-01-01,2023-01-07,2023-01-12,5,Deluxe,84638,0,84638,423190,MICE,Glo Mobile,Corporate Agreement,Completed,Nigerian,2,Cash,Direct Booking,January,2023,%Q,Q1
BK01167,2024-10-16,2024-11-14,2024-11-16,2,Suite,130467,0,130467,260934,Leisure,Individual Guest,Travel Agent,Completed,American,3,Bank Transfer,Chioma Eze,November,2024,%Q,Q4
BK01168,2024-09-07,2024-09-21,2024-09-25,4,Deluxe,85669,20,68535,274141,Corporate,Nigerian Ports Authority,Online Travel Agent,Completed,Nigerian,2,Credit Card,Fatima Bello,September,2024,%Q,Q3
BK01169,2023-02-25,2023-03-25,2023-04-03,9,Presidential,344839,5,327597,2948373,Corporate,Unilever Nigeria,Online Travel Agent,Confirmed,Nigerian,2,POS,Fatima Bello,March,2023,%Q,Q1
BK01170,2023-10-30,2023-12-02,2023-12-16,14,Executive,102617,0,102617,1436638,Group,Individual Guest,Online Travel Agent,Completed,French,4,Bank Transfer,Emeka Okonkwo,December,2023,%Q,Q4
BK01171,2024-05-11,2024-06-09,2024-06-16,7,Presidential,265135,10,238622,1670350,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,2,Bank Transfer,Chioma Eze,June,2024,%Q,Q2
BK01172,2023-02-17,2023-03-16,2023-03-17,1,Suite,165900,5,157605,157605,Corporate,Dangote Group,Direct,Completed,Chinese,4,Cash,Amaka Osei,March,2023,%Q,Q1
BK01173,2023-04-08,2023-05-19,2023-06-01,13,Executive,119540,0,119540,1554020,Airline Crew,FAAN,Walk In,Completed,Nigerian,2,POS,Amaka Osei,May,2023,%Q,Q2
BK01174,2023-03-29,2023-05-02,2023-05-05,3,Executive,129658,20,103726,311179,Corporate,Guinness Nigeria,Travel Agent,Completed,Indian,4,POS,Emeka Okonkwo,May,2023,%Q,Q2
BK01175,2024-01-10,2024-01-24,2024-02-07,14,Deluxe,85093,5,80838,0,Corporate,FBN Holdings,Travel Agent,Cancelled,South African,1,Corporate Account,Amaka Osei,January,2024,%Q,Q1
BK01176,2023-07-25,2023-07-31,2023-08-02,2,Presidential,258801,0,258801,517602,Leisure,Individual Guest,Travel Agent,Completed,Nigerian,4,Corporate Account,Amaka Osei,July,2023,%Q,Q3
BK01177,2024-05-19,2024-07-06,2024-07-10,4,Standard,49591,0,49591,198364,Leisure,Individual Guest,Travel Agent,Completed,South African,3,POS,Chioma Eze,July,2024,%Q,Q3
BK01178,2023-09-25,2023-11-06,2023-11-09,3,Presidential,307945,10,277150,831452,Leisure,Individual Guest,Corporate Agreement,Completed,British,4,Credit Card,Direct Booking,November,2023,%Q,Q4
BK01179,2024-04-30,2024-05-22,2024-05-23,1,Executive,129371,5,122902,122902,Corporate,Federal Ministry of Works,Direct,Completed,Nigerian,2,Corporate Account,Fatima Bello,May,2024,%Q,Q2
BK01180,2023-09-20,2023-11-04,2023-11-18,14,Deluxe,85172,15,72396,1013547,Government,Federal Ministry of Works,Corporate Agreement,Completed,Nigerian,2,Cash,Tunde Adeyemi,November,2023,%Q,Q4
BK01181,2024-08-26,2024-10-24,2024-10-26,2,Executive,119318,20,95454,190909,Corporate,Julius Berger,Online Travel Agent,Confirmed,British,2,Bank Transfer,Amaka Osei,October,2024,%Q,Q4
BK01182,2024-11-05,2024-11-18,2024-11-27,9,Executive,108689,0,108689,978201,MICE,Glo Mobile,Walk In,Completed,Nigerian,4,Bank Transfer,Tunde Adeyemi,November,2024,%Q,Q4
BK01183,2024-10-29,2024-12-13,2024-12-23,10,Deluxe,82996,15,70547,705466,Government,Airtel Nigeria,Online Travel Agent,Completed,Nigerian,3,Cash,Chioma Eze,December,2024,%Q,Q4
BK01184,2024-05-11,2024-06-09,2024-06-17,8,Standard,60384,0,60384,483072,MICE,Airtel Nigeria,Online Travel Agent,Completed,Nigerian,2,Credit Card,Fatima Bello,June,2024,%Q,Q2
BK01185,2023-07-28,2023-09-25,2023-10-04,9,Presidential,359465,10,323518,2911666,Corporate,Julius Berger,Online Travel Agent,Completed,Ghanaian,3,POS,Emeka Okonkwo,September,2023,%Q,Q3
BK01186,2024-04-04,2024-05-15,2024-05-27,12,Executive,125200,0,125200,0,Corporate,9mobile,Corporate Agreement,Cancelled,Nigerian,1,Bank Transfer,Fatima Bello,May,2024,%Q,Q2
BK01187,2024-09-28,2024-11-15,2024-11-16,1,Standard,58513,20,46810,46810,Corporate,Guinness Nigeria,Direct,Confirmed,Nigerian,1,Cash,Emeka Okonkwo,November,2024,%Q,Q4
BK01188,2024-08-17,2024-10-15,2024-10-26,11,Presidential,376669,10,339002,3729023,Group,Individual Guest,Online Travel Agent,Confirmed,Nigerian,3,POS,Amaka Osei,October,2024,%Q,Q4
BK01189,2023-09-19,2023-10-21,2023-10-22,1,Executive,106748,15,90736,90736,Corporate,Nigerian Breweries,Direct,Completed,British,3,Cash,Chioma Eze,October,2023,%Q,Q4
BK01190,2023-02-25,2023-03-22,2023-03-28,6,Executive,110938,5,105391,632347,Airline Crew,Guinness Nigeria,Travel Agent,Completed,Nigerian,1,Bank Transfer,Direct Booking,March,2023,%Q,Q1
BK01191,2023-12-20,2024-01-24,2024-01-31,7,Executive,98677,10,88809,621665,Group,Individual Guest,Direct,Completed,Kenyan,1,Cash,Direct Booking,January,2024,%Q,Q1
BK01192,2023-01-31,2023-02-13,2023-02-17,4,Presidential,374649,10,337184,1348736,Corporate,Zenith Bank,Direct,Completed,Nigerian,2,Bank Transfer,Direct Booking,February,2023,%Q,Q1
BK01193,2023-01-01,2023-01-17,2023-01-21,4,Deluxe,94649,5,89917,359666,MICE,Lagos State Government,Direct,Completed,British,3,Corporate Account,Fatima Bello,January,2023,%Q,Q1
BK01194,2023-04-10,2023-05-24,2023-06-06,13,Standard,61409,0,61409,798317,Group,Individual Guest,Direct,Completed,Nigerian,4,Cash,Amaka Osei,May,2023,%Q,Q2
BK01195,2023-01-14,2023-01-31,2023-02-11,11,Executive,127152,5,120794,1328738,Corporate,FAAN,Corporate Agreement,Completed,American,3,POS,Amaka Osei,January,2023,%Q,Q1
BK01196,2024-12-26,2024-12-31,2025-01-02,2,Suite,130107,0,130107,260214,Leisure,Individual Guest,Direct,Completed,Nigerian,1,Bank Transfer,Chioma Eze,December,2024,%Q,Q4
BK01197,2023-10-20,2023-11-12,2023-11-20,8,Suite,126699,10,114029,912233,Corporate,Total Energies,Corporate Agreement,Completed,Nigerian,1,Bank Transfer,Amaka Osei,November,2023,%Q,Q4
BK01198,2024-06-13,2024-07-21,2024-07-23,2,Presidential,335047,5,318295,636589,MICE,MTN Nigeria,Online Travel Agent,Completed,Nigerian,2,Credit Card,Fatima Bello,July,2024,%Q,Q3
BK01199,2023-06-06,2023-06-23,2023-06-26,3,Suite,137590,0,137590,412770,Leisure,Individual Guest,Online Travel Agent,Confirmed,Nigerian,3,Bank Transfer,Emeka Okonkwo,June,2023,%Q,Q2
BK01200,2023-08-01,2023-09-10,2023-09-22,12,Executive,107815,5,102424,1229091,Leisure,Individual Guest,Direct,Confirmed,Nigerian,3,Corporate Account,Fatima Bello,September,2023,%Q,Q3
BK01201,2023-10-18,2023-12-09,2023-12-16,7,Presidential,285684,20,228547,1599830,Corporate,Julius Berger,Direct,Completed,Nigerian,4,Cash,Chioma Eze,December,2023,%Q,Q4
BK01202,2023-08-13,2023-09-06,2023-09-12,6,Suite,173509,5,164834,989001,MICE,Nigerian Ports Authority,Corporate Agreement,Confirmed,British,1,Credit Card,Fatima Bello,September,2023,%Q,Q3
BK01203,2024-11-28,2024-12-26,2024-12-30,4,Suite,174478,0,174478,697912,Group,Individual Guest,Travel Agent,Completed,Nigerian,3,Credit Card,Emeka Okonkwo,December,2024,%Q,Q4
BK01204,2023-09-07,2023-09-16,2023-09-27,11,Executive,119706,10,107735,1185089,Corporate,Transcorp Hotels,Online Travel Agent,Completed,Chinese,1,Corporate Account,Direct Booking,September,2023,%Q,Q3
BK01205,2024-11-15,2024-12-19,2025-01-01,13,Presidential,272277,10,245049,3185641,Corporate,PZ Cussons,Online Travel Agent,Completed,British,4,POS,Amaka Osei,December,2024,%Q,Q4
BK01206,2024-03-16,2024-03-16,2024-03-18,2,Standard,53478,10,48130,96260,Corporate,Guinness Nigeria,Online Travel Agent,Completed,South African,2,POS,Fatima Bello,March,2024,%Q,Q1
BK01207,2023-01-20,2023-01-26,2023-02-03,8,Suite,147261,10,132535,1060279,Government,Access Bank,Walk In,Confirmed,Nigerian,4,Cash,Chioma Eze,January,2023,%Q,Q1
BK01208,2024-05-26,2024-06-17,2024-06-25,8,Executive,101397,0,101397,811176,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,1,Bank Transfer,Direct Booking,June,2024,%Q,Q2
BK01209,2024-09-12,2024-10-25,2024-10-27,2,Deluxe,94264,5,89551,179102,Corporate,Total Energies,Online Travel Agent,Completed,Nigerian,4,Credit Card,Emeka Okonkwo,October,2024,%Q,Q4
BK01210,2023-05-29,2023-07-10,2023-07-21,11,Executive,120924,0,120924,1330164,Corporate,Julius Berger,Online Travel Agent,Completed,Nigerian,3,Credit Card,Tunde Adeyemi,July,2023,%Q,Q3
BK01211,2024-06-24,2024-08-14,2024-08-16,2,Presidential,299010,10,269109,0,Leisure,Individual Guest,Direct,Cancelled,American,3,POS,Emeka Okonkwo,August,2024,%Q,Q3
BK01212,2024-01-08,2024-02-02,2024-02-12,10,Presidential,279945,5,265948,2659478,Corporate,Oando PLC,Travel Agent,Completed,American,1,POS,Chioma Eze,February,2024,%Q,Q1
BK01213,2023-11-02,2023-11-17,2023-11-19,2,Suite,127664,15,108514,217029,Corporate,Shell Nigeria,Online Travel Agent,Completed,Nigerian,2,Corporate Account,Emeka Okonkwo,November,2023,%Q,Q4
BK01214,2024-08-29,2024-10-12,2024-10-21,9,Deluxe,88183,15,74956,674600,Corporate,UBA Group,Online Travel Agent,Confirmed,Nigerian,1,Cash,Amaka Osei,October,2024,%Q,Q4
BK01215,2023-03-29,2023-05-20,2023-05-24,4,Executive,128124,0,128124,512496,Group,Individual Guest,Online Travel Agent,Completed,American,2,Corporate Account,Emeka Okonkwo,May,2023,%Q,Q2
BK01216,2024-06-12,2024-08-01,2024-08-02,1,Deluxe,79571,20,63657,63657,Corporate,Guinness Nigeria,Direct,Completed,Nigerian,1,Corporate Account,Direct Booking,August,2024,%Q,Q3
BK01217,2023-03-09,2023-04-27,2023-05-02,5,Presidential,346170,0,346170,1730850,Leisure,Individual Guest,Travel Agent,Completed,Nigerian,1,Corporate Account,Tunde Adeyemi,April,2023,%Q,Q2
BK01218,2023-10-30,2023-11-01,2023-11-15,14,Executive,112223,20,89778,1256898,Corporate,Access Bank,Walk In,Completed,South African,3,Credit Card,Tunde Adeyemi,November,2023,%Q,Q4
BK01219,2024-09-29,2024-10-09,2024-10-16,7,Presidential,286499,0,286499,2005493,MICE,Lafarge Africa,Corporate Agreement,Completed,Nigerian,2,POS,Fatima Bello,October,2024,%Q,Q4
BK01220,2024-12-03,2024-12-21,2024-12-26,5,Presidential,320082,0,320082,1600410,Airline Crew,Nigerian Breweries,Travel Agent,Confirmed,Nigerian,2,Cash,Amaka Osei,December,2024,%Q,Q4
BK01221,2023-07-30,2023-09-13,2023-09-16,3,Suite,174295,0,174295,522885,Corporate,Lagos State Government,Corporate Agreement,Completed,Nigerian,4,Corporate Account,Emeka Okonkwo,September,2023,%Q,Q3
BK01222,2024-08-15,2024-10-10,2024-10-23,13,Standard,58200,0,58200,756600,Leisure,Individual Guest,Walk In,Completed,Nigerian,1,Cash,Emeka Okonkwo,October,2024,%Q,Q4
BK01223,2024-03-03,2024-04-14,2024-04-25,11,Suite,175712,10,158141,0,Corporate,Lagos State Government,Online Travel Agent,Cancelled,Nigerian,3,Cash,Chioma Eze,April,2024,%Q,Q2
BK01224,2024-07-06,2024-07-14,2024-07-24,10,Presidential,377228,5,358367,3583666,MICE,Dangote Group,Corporate Agreement,Confirmed,Ghanaian,2,Bank Transfer,Amaka Osei,July,2024,%Q,Q3
BK01225,2024-03-16,2024-04-12,2024-04-13,1,Deluxe,92563,10,83307,0,Government,GTCO,Walk In,Cancelled,Nigerian,3,Cash,Direct Booking,April,2024,%Q,Q2
BK01226,2023-11-20,2024-01-16,2024-01-27,11,Deluxe,71696,0,71696,788656,Leisure,Individual Guest,Corporate Agreement,Completed,Nigerian,1,Bank Transfer,Direct Booking,January,2024,%Q,Q1
BK01227,2023-08-03,2023-08-07,2023-08-15,8,Deluxe,89453,0,89453,715624,Corporate,Seplat Energy,Corporate Agreement,Confirmed,Ghanaian,4,Credit Card,Emeka Okonkwo,August,2023,%Q,Q3
BK01228,2023-08-18,2023-08-23,2023-08-30,7,Standard,48381,20,38705,270934,Corporate,GTCO,Travel Agent,Confirmed,South African,1,Credit Card,Tunde Adeyemi,August,2023,%Q,Q3
BK01229,2024-06-21,2024-07-30,2024-07-31,1,Deluxe,84421,0,84421,0,Leisure,Individual Guest,Corporate Agreement,Cancelled,French,2,Corporate Account,Fatima Bello,July,2024,%Q,Q3
BK01230,2023-02-24,2023-04-13,2023-04-16,3,Standard,64319,0,64319,192957,Group,Individual Guest,Online Travel Agent,Completed,Ghanaian,1,Cash,Tunde Adeyemi,April,2023,%Q,Q2
BK01231,2024-06-12,2024-07-20,2024-07-30,10,Presidential,324690,5,308456,3084555,MICE,Air Peace,Corporate Agreement,Completed,Nigerian,2,POS,Fatima Bello,July,2024,%Q,Q3
BK01232,2023-10-27,2023-10-30,2023-11-10,11,Deluxe,86216,0,86216,0,Leisure,Individual Guest,Corporate Agreement,No Show,Nigerian,3,Cash,Amaka Osei,October,2023,%Q,Q4
BK01233,2023-12-10,2024-02-01,2024-02-15,14,Presidential,360326,0,360326,5044564,Leisure,Individual Guest,Travel Agent,Completed,Indian,1,Bank Transfer,Amaka Osei,February,2024,%Q,Q1
BK01234,2023-09-24,2023-09-26,2023-09-30,4,Standard,58040,10,52236,208944,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,1,Corporate Account,Direct Booking,September,2023,%Q,Q3
BK01235,2024-06-25,2024-07-04,2024-07-14,10,Suite,125478,15,106656,1066563,Corporate,Lafarge Africa,Direct,Completed,Nigerian,3,Bank Transfer,Fatima Bello,July,2024,%Q,Q3
BK01236,2023-08-18,2023-09-02,2023-09-03,1,Standard,59237,0,59237,59237,Corporate,Dangote Group,Corporate Agreement,Completed,South African,2,Bank Transfer,Amaka Osei,September,2023,%Q,Q3
BK01237,2023-04-18,2023-06-17,2023-06-25,8,Suite,154275,0,154275,1234200,Leisure,Individual Guest,Direct,Completed,Nigerian,1,Cash,Direct Booking,June,2023,%Q,Q2
BK01238,2023-11-13,2023-12-10,2023-12-23,13,Suite,154331,5,146614,1905988,Corporate,Zenith Bank,Online Travel Agent,Completed,Nigerian,3,Credit Card,Fatima Bello,December,2023,%Q,Q4
BK01239,2023-09-13,2023-09-19,2023-10-02,13,Presidential,280234,5,266222,3460890,Corporate,MTN Nigeria,Travel Agent,Confirmed,Nigerian,4,Cash,Emeka Okonkwo,September,2023,%Q,Q3
BK01240,2023-07-01,2023-07-03,2023-07-17,14,Presidential,359935,0,359935,5039090,Corporate,PZ Cussons,Corporate Agreement,Completed,Nigerian,3,POS,Amaka Osei,July,2023,%Q,Q3
BK01241,2024-04-02,2024-05-29,2024-06-09,11,Standard,50876,0,50876,559636,Corporate,Conoil,Direct,Completed,Nigerian,3,Cash,Chioma Eze,May,2024,%Q,Q2
BK01242,2024-07-20,2024-07-20,2024-07-28,8,Suite,133151,5,126493,1011948,Corporate,GTCO,Direct,Completed,Nigerian,2,Credit Card,Emeka Okonkwo,July,2024,%Q,Q3
BK01243,2023-01-06,2023-01-07,2023-01-14,7,Deluxe,87745,5,83358,583504,Corporate,MTN Nigeria,Direct,Completed,American,1,Cash,Direct Booking,January,2023,%Q,Q1
BK01244,2024-05-31,2024-06-26,2024-06-30,4,Executive,98925,5,93979,375915,Airline Crew,Shell Nigeria,Direct,Completed,Chinese,3,Corporate Account,Fatima Bello,June,2024,%Q,Q2
BK01245,2023-03-22,2023-03-28,2023-04-07,10,Presidential,284999,0,284999,2849990,Group,Individual Guest,Corporate Agreement,Completed,Nigerian,2,Credit Card,Direct Booking,March,2023,%Q,Q1
BK01246,2023-09-05,2023-09-25,2023-10-09,14,Executive,116381,0,116381,0,Corporate,FBN Holdings,Walk In,No Show,Nigerian,2,Bank Transfer,Fatima Bello,September,2023,%Q,Q3
BK01247,2023-05-20,2023-06-18,2023-06-26,8,Suite,146641,5,139309,1114472,Corporate,9mobile,Direct,Completed,Nigerian,1,Bank Transfer,Chioma Eze,June,2023,%Q,Q2
BK01248,2024-10-12,2024-12-03,2024-12-08,5,Presidential,260572,10,234515,1172574,Corporate,Airtel Nigeria,Corporate Agreement,Confirmed,Indian,1,POS,Emeka Okonkwo,December,2024,%Q,Q4
BK01249,2023-09-13,2023-09-24,2023-10-08,14,Standard,58251,0,58251,815514,MICE,PZ Cussons,Direct,Confirmed,Ghanaian,1,Bank Transfer,Amaka Osei,September,2023,%Q,Q3
BK01250,2023-03-23,2023-05-14,2023-05-18,4,Executive,119395,0,119395,477580,Group,Individual Guest,Direct,Completed,British,1,Bank Transfer,Amaka Osei,May,2023,%Q,Q2
BK01251,2024-09-02,2024-10-23,2024-10-31,8,Deluxe,73013,15,62061,496488,Government,Glo Mobile,Walk In,Confirmed,Nigerian,4,Corporate Account,Fatima Bello,October,2024,%Q,Q4
BK01252,2023-01-01,2023-01-31,2023-02-07,7,Executive,106325,0,106325,744275,Leisure,Individual Guest,Direct,Completed,Nigerian,2,Bank Transfer,Tunde Adeyemi,January,2023,%Q,Q1
BK01253,2024-03-30,2024-05-25,2024-06-01,7,Presidential,375575,15,319239,2234671,Corporate,FBN Holdings,Online Travel Agent,Completed,British,1,Credit Card,Fatima Bello,May,2024,%Q,Q2
